S/N,Order #,Tracking #,AWB,Carrier,Company,Order Sources,Creation Date,Pending Since,Delivery Date
"2849",="26011542QQWTSB","CLL3MNE115657583 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2850",="26011542MA70SB","CLL3REB115657584 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2851",="26011542MJSQEY","CLL3REB115657591 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2852",="26011542S5P8JJ","CLL3MNE115657590 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2853",="26011542M5F8KG","CLL3MNE115657593 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2854",="26011542Q8NFWM","CLL3REB115657594 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2855",="2601154364GBW5","CLL3MNE115657595","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2856",="26011542MD3N93","CLL3ARA115657599 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2857",="26011542NEF2GE","CLL3MNE115657600 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2858",="26011542N4WXGW","CLL3ARA115657601 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2859",="260115435EHEXC","CLL3MNE115657603","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2860",="26011542QBFP2G","CLL3MNE115657611 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2861",="260115437YKKRQ","CLL3MNE115657612","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2862",="26011543BCCXQP","CLL3MNE115657618","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2863",="582123921138026367","CLL3ARA115657622 $","","J&T Express","ARLA PH","Tiktok Philippines (Arla Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2864",="26011543DWE944","CLL3MNE115657625","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2865",="26011542V8TBX5","CLL3LGM115657627 $","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2866",="582123913461859837","CLL3ARA115657633 $","","J&T Express","ARLA PH","Tiktok Philippines (Arla Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2867",="582123930172688375","CLL3MNE115657634","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2868",="26011543BCCXQH","CLL3REB115657638","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2869",="26011532A9GW78","CLL3MNE115657636","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2870",="26011542XM7ABE","CLL3REB115657640 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2871",="26011542XEFV1N","CLL3ARA115657639 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2872",="1064991643086916","CLL3LGM115657641","","LEX","LAGUNA MAIN COMPANY","Lazada Philippines (Mc Cormick Lazada)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2873",="1064985472014866","CLL3ARA115657642 $","","LEX PH","ARLA PH","Lazada Philippines (Arla Lazada)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2874",="582123982938211664","CLL3GNC115657644 $","","J&T Express","Green Cross","Tiktok Philippines (Greencross Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2875",="26011542UA9RYH","CLL3LGM115657647 $","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2876",="26011542UKUXFP","CLL3MNE115657659 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2877",="26011542SK0RQG","CLL3MNE115657660 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2878",="582124022211380757","CLL3TYB115657665 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2879",="582124035941369030","CLL3TYB115657666 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2880",="582124045854410087","CLL3TYB115657667 $","","Flash Express Philippines","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2881",="582124014265074910","CLL3TYB115657669 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2882",="582124003987457733","CLL3TYB115657670 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2883",="582123926561129611","CLL3MNE115657672 $","","Flash Express Philippines","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2884",="582124055562978907","CLL3MNE115657673 $","","Flash Express Philippines","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2885",="1073353146624399","CLL3MNE115657674 $","","LEX PH","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2886",="1073359903636835","CLL3MNE115657675","","LEX","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2887",="582124079924544610","CLL3MNE115657677 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2888",="1064986659624043","CLL3MNE115657676 $","","LEX","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2889",="1064993037576046","CLL3MNE115657678 $","","LEX PH","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2890",="582124059232077003","CLL3MNE115657679 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2891",="26011542TBTYR1","CLL3MNE115657681 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2892",="26011542WD2EEP","CLL3MNE115657682 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2893",="26011542TCSEXR","CLL3MNE115657689 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2894",="26011542WX7Q5E","CLL3REB115657694 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2895",="26011542TFM59W","CLL3REB115657696 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2896",="2601154397NYAJ","CLL3ARA115657697","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2897",="26011543DD8F0U","CLL3LGM115657700","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2898",="26011543AS94GX","CLL3MNE115657701","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2899",="260115438TCQN3","CLL3MNE115657702","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2900",="260115438QGSKJ","CLL3MNE115657703","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2901",="26011542TJGY51","CLL3MNE115657705 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2902",="26011543C90AR2","CLL3MNE115657707","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2903",="582123964389623607","CLL3TYB115657709","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2904",="260115431T808D","CLL3LGM115657713 $","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2905",="582123965040264423","CLL3TYB115657714 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2906",="582123892751304584","CLL3TYB115657715","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2907",="582123929459852804","CLL3TYB115657716 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2908",="260115431JJAS2","CLL3REB115657721 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2909",="582124021260912293","CLL3TYB115657722","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2910",="260115431FRK0J","CLL3REB115657724 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2911",="26011543J1YQGM","CLL3MNE115657725","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2912",="260115433Q8TTR","CLL3REB115657731 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2913",="260115432E74RM","CLL3MNE115657732 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2914",="26011543KY2065","CLL3REB115657734","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2915",="582124056620860898","CLL3TYB115657735 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2916",="582123925784200750","CLL3TYB115657736 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2917",="26011543MUM7SJ","CLL3MNE115657739","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2918",="26011542Y5A8QK","CLL3MNE115657741 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2919",="582123921481827700","CLL3TYB115657742","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2920",="582123965646931080","CLL3MNE115657743 $","","Flash Express Philippines","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2921",="582123963875034285","CLL3TYB115657744 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2922",="26011543DHYA66","CLL3ARA115657745","","J&T Cargo","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2923",="582123930513213306","CLL3TYB115657747 $","","Flash Express Philippines","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2924",="260115432RR1JY","CLL3MNE115657746 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2925",="260115432VKFEA","CLL3REB115657748 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2926",="26011543319SVY","CLL3MNE115657749 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2927",="260115430BH2WY","CLL3REB115657750 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2928",="26011542YX49PG","CLL3MNE115657751 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2929",="582123989925922368","CLL3TYB115657752","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2930",="26011542YTAY9Y","CLL3REB115657753 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2931",="582124079561344750","CLL3TYB115657755 $","","Flash Express Philippines","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2932",="26011543M1U7A7","CLL3MNE115657756","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2933",="26011543JEBXCB","CLL3MNE115657758","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2934",="2601154330DWH5","CLL3REB115657759 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2935",="26011543KBX2BD","CLL3LGM115657760","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mogu Mogu Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2936",="582124007503922349","CLL3GNC115657761","","J&T Express","Green Cross","Tiktok Philippines (Greencross Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2937",="26011543FGXQDB","CLL3MNE115657762","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2938",="582123973206901991","CLL3MNE115657764 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2939",="260115430K39R0","CLL3ARA115657765 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2940",="582123995176273825","CLL3TYB115657772","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2941",="2601154348DVD4","CLL3MNE115657773 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2942",="582123992594417450","CLL3TYB115657774 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2943",="582124027681801631","CLL3TYB115657777 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2944",="582123924285916376","CLL3TYB115657790","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2945",="582123903169103099","CLL3TYB115657815 $","","Flash Express Philippines","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2946",="582123900486715162","CLL3TYB115657827","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2947",="26011543JPXF2R","CLL3ARA115657828","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2948",="26011543ETY36V","CLL3LGM115657832","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mc Cormick Shopee)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2949",="582123986029216980","CLL3TYB115657833 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2950",="582124029007791567","CLL3MNE115657834","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2951",="582124055234250332","CLL3TYB115657835 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","1 hr ago","16 Jan, 2026 11AM - 8PM"
"2952",="582124045682443960","CLL3TYB115657836 $","","J&T Express","Tiny buds","Tiktok Philippines (Tiny Buds Tiktok)","15 Jan, 2026","60 mins ago","16 Jan, 2026 11AM - 8PM"
"2953",="260115435R3KE4","CLL3MNE115657845 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","59 mins ago","16 Jan, 2026 11AM - 8PM"
"2954",="582124001271383874","CLL3MNE115657853","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","58 mins ago","16 Jan, 2026 11AM - 8PM"
"2955",="260115437N3UG8","CLL3REB115657855 $","","SPX Express","Rebisco Marketplace Laguna","Shopee Philippines (Rebisco Shopee)","15 Jan, 2026","58 mins ago","16 Jan, 2026 11AM - 8PM"
"2956",="582123972831119171","CLL3MNE115657868 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","54 mins ago","16 Jan, 2026 11AM - 8PM"
"2957",="582123951252211212","CLL3MNE115657871","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","54 mins ago","16 Jan, 2026 11AM - 8PM"
"2958",="582124057126209041","CLL3GNC115657874","","J&T Express","Green Cross","Tiktok Philippines (Greencross Tiktok)","15 Jan, 2026","54 mins ago","16 Jan, 2026 11AM - 8PM"
"2959",="582124059009844720","CLL3REB115657884 $","","J&T Express","Rebisco Marketplace Laguna","Tiktok Philippines (Rebisco Tiktok)","15 Jan, 2026","53 mins ago","16 Jan, 2026 11AM - 8PM"
"2960",="582124106187113915","CLL3MNE115657890 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","53 mins ago","16 Jan, 2026 11AM - 8PM"
"2961",="582124107209016763","CLL3MNE115657891 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","53 mins ago","16 Jan, 2026 11AM - 8PM"
"2962",="582124140992956390","CLL3MNE115657892 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","53 mins ago","16 Jan, 2026 11AM - 8PM"
"2963",="582124064547571525","CLL3MNE115657893 $","","J&T Express","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","53 mins ago","16 Jan, 2026 11AM - 8PM"
"2964",="582123993439962821","CLL3LGM115657911","","J&T Express","LAGUNA MAIN COMPANY","Tiktok Philippines (Mentholatum Tiktok)","15 Jan, 2026","52 mins ago","16 Jan, 2026 11AM - 8PM"
"2965",="582124143134410411","CLL3GNC115657912 $","","J&T Express","Green Cross","Tiktok Philippines (Greencross Tiktok)","15 Jan, 2026","52 mins ago","16 Jan, 2026 11AM - 8PM"
"2966",="582124166256035756","CLL3MNE115657919 $","","Flash Express Philippines","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","52 mins ago","16 Jan, 2026 11AM - 8PM"
"2967",="260115438KQ03B","CLL3LGM115657920 $","","SPX Express","LAGUNA MAIN COMPANY","Shopee Philippines (Mentholatum Shopee)","15 Jan, 2026","52 mins ago","16 Jan, 2026 11AM - 8PM"
"2968",="582124111762130522","CLL3MNE115657926","","Flash Express Philippines","Monde Nissin","Tiktok Philippines (Monde Nissin Tiktok)","15 Jan, 2026","52 mins ago","16 Jan, 2026 11AM - 8PM"
"2969",="2601154396SAKJ","CLL3MNE115657932 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","52 mins ago","16 Jan, 2026 11AM - 8PM"
"2970",="2601154398KQWS","CLL3MNE115657934 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","52 mins ago","16 Jan, 2026 11AM - 8PM"
